time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-08 00:00:00+00:00,2,2,0,0
2026-08-09 00:00:00+00:00,20,14,12,3
2026-08-10 00:00:00+00:00,48,30,27,4
2026-08-11 00:00:00+00:00,30,16,16,3
2026-08-12 00:00:00+00:00,4,4,4,3
2026-08-13 00:00:00+00:00,2,2,4,4
2026-08-14 00:00:00+00:00,718,612,3,3
2026-08-15 00:00:00+00:00,328,331,0,0
2026-08-16 00:00:00+00:00,15,15,1,1
2026-08-17 00:00:00+00:00,7,6,0,0
2026-08-18 00:00:00+00:00,6,5,7,1
2026-08-19 00:00:00+00:00,7,5,2,2
2026-08-20 00:00:00+00:00,6,3,0,0
2026-08-21 00:00:00+00:00,13,4,0,0
