time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-04 00:00:00+00:00,8.0,8.0,1.0,1.0
2025-05-05 00:00:00+00:00,,,22.0,4.0
2025-05-06 00:00:00+00:00,,,2.0,2.0
2025-05-09 00:00:00+00:00,2.0,1.0,2.0,2.0
2025-05-10 00:00:00+00:00,2.0,2.0,1.0,1.0
2025-05-11 00:00:00+00:00,7.0,7.0,1.0,1.0
2025-05-12 00:00:00+00:00,33.0,16.0,421.0,6.0
2025-05-13 00:00:00+00:00,9.0,2.0,23.0,4.0
2025-05-14 00:00:00+00:00,1.0,1.0,,
2025-05-15 00:00:00+00:00,,,4.0,1.0
2025-05-16 00:00:00+00:00,4.0,3.0,2.0,2.0
2025-05-17 00:00:00+00:00,2.0,2.0,,
