time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-27 00:00:00+00:00,3,2,0,0
2026-06-28 00:00:00+00:00,6,6,0,0
2026-06-29 00:00:00+00:00,2,2,0,0
2026-06-30 00:00:00+00:00,2,2,0,0
2026-07-01 00:00:00+00:00,21,6,0,0
2026-07-02 00:00:00+00:00,3,3,1,1
2026-07-03 00:00:00+00:00,44,5,3,2
2026-07-04 00:00:00+00:00,68,3,0,0
2026-07-05 00:00:00+00:00,10,10,2,2
2026-07-06 00:00:00+00:00,2,2,0,0
2026-07-07 00:00:00+00:00,2,2,0,0
2026-07-08 00:00:00+00:00,4,4,3,1
2026-07-09 00:00:00+00:00,2,2,0,0
2026-07-10 00:00:00+00:00,4,4,0,0
