time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-06 00:00:00+00:00,5,3,0,0
2026-06-07 00:00:00+00:00,11,10,0,0
2026-06-08 00:00:00+00:00,4,3,1,1
2026-06-09 00:00:00+00:00,13,11,1,1
2026-06-10 00:00:00+00:00,7,4,3,1
2026-06-11 00:00:00+00:00,14,11,4,1
2026-06-12 00:00:00+00:00,53,25,10,1
2026-06-13 00:00:00+00:00,6,6,0,0
2026-06-14 00:00:00+00:00,12,12,0,0
2026-06-15 00:00:00+00:00,2,2,1,1
2026-06-16 00:00:00+00:00,4,4,2,1
2026-06-17 00:00:00+00:00,5,5,0,0
2026-06-18 00:00:00+00:00,3,3,0,0
2026-06-19 00:00:00+00:00,5,2,4,1
