time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-21 00:00:00+00:00,3,3,3,1
2026-03-22 00:00:00+00:00,15,14,0,0
2026-03-23 00:00:00+00:00,7,7,9,6
2026-03-24 00:00:00+00:00,22,14,29,4
2026-03-25 00:00:00+00:00,14,9,20,2
2026-03-26 00:00:00+00:00,4,3,4,1
2026-03-27 00:00:00+00:00,5,4,0,0
2026-03-28 00:00:00+00:00,7,7,1,1
2026-03-29 00:00:00+00:00,17,16,0,0
2026-03-30 00:00:00+00:00,3,3,22,4
2026-03-31 00:00:00+00:00,4,3,6,1
2026-04-01 00:00:00+00:00,2,2,6,2
2026-04-02 00:00:00+00:00,8,8,0,0
2026-04-03 00:00:00+00:00,3,2,0,0
