url_path,views_total,views_unique
/morganstanley/cpx-training/pull/194,16,2
/morganstanley/cpx-training,12,6
/morganstanley/cpx-training/actions/workflows/deploy.yml,8,1
/morganstanley/cpx-training/pull/194/files,6,2
/morganstanley/cpx-training/pulls,6,2
/morganstanley/cpx-training/actions,6,1
/morganstanley/cpx-training/actions/runs/16577677727/job/46885877334,4,2
/morganstanley/cpx-training/actions/runs/16579910879,2,1
/MorganStanley/cpx-training,1,1
/morganstanley/cpx-training/actions/new,1,1
