time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-14 00:00:00+00:00,15,6,2,2
2026-03-15 00:00:00+00:00,11,11,0,0
2026-03-16 00:00:00+00:00,5,4,0,0
2026-03-17 00:00:00+00:00,10,8,2,2
2026-03-18 00:00:00+00:00,2,2,0,0
2026-03-19 00:00:00+00:00,1,1,3,1
2026-03-20 00:00:00+00:00,14,10,26,4
2026-03-21 00:00:00+00:00,3,3,3,1
2026-03-22 00:00:00+00:00,15,14,0,0
2026-03-23 00:00:00+00:00,7,7,9,6
2026-03-24 00:00:00+00:00,22,14,29,4
2026-03-25 00:00:00+00:00,14,9,20,2
2026-03-26 00:00:00+00:00,4,3,4,1
2026-03-27 00:00:00+00:00,5,4,0,0
