time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-21 00:00:00+00:00,5,4,0,0
2026-02-22 00:00:00+00:00,285,59,48,4
2026-02-23 00:00:00+00:00,54,12,7,4
2026-02-24 00:00:00+00:00,4,4,4,3
2026-02-25 00:00:00+00:00,13,6,3,3
2026-02-26 00:00:00+00:00,2,2,2,2
2026-02-27 00:00:00+00:00,3,3,1,1
2026-02-28 00:00:00+00:00,13,6,1,1
2026-03-01 00:00:00+00:00,32,8,1,1
2026-03-02 00:00:00+00:00,23,8,4,1
2026-03-03 00:00:00+00:00,57,20,10,2
2026-03-04 00:00:00+00:00,37,16,13,2
2026-03-05 00:00:00+00:00,203,45,41,4
2026-03-06 00:00:00+00:00,3,3,2,2
