time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-16 00:00:00+00:00,5,2,4,4
2026-05-17 00:00:00+00:00,3,2,0,0
2026-05-18 00:00:00+00:00,11,5,6,5
2026-05-19 00:00:00+00:00,2,2,4,4
2026-05-20 00:00:00+00:00,3,3,3,1
2026-05-21 00:00:00+00:00,4,4,0,0
2026-05-22 00:00:00+00:00,10,6,8,2
2026-05-23 00:00:00+00:00,13,11,0,0
2026-05-24 00:00:00+00:00,11,9,1,1
2026-05-25 00:00:00+00:00,25,14,4,2
2026-05-26 00:00:00+00:00,251,102,1,1
2026-05-27 00:00:00+00:00,178,86,0,0
2026-05-28 00:00:00+00:00,62,28,2,2
2026-05-29 00:00:00+00:00,16,12,1,1
