time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-23 00:00:00+00:00,13,11,0,0
2026-05-24 00:00:00+00:00,11,9,1,1
2026-05-25 00:00:00+00:00,25,14,4,2
2026-05-26 00:00:00+00:00,251,102,1,1
2026-05-27 00:00:00+00:00,178,86,0,0
2026-05-28 00:00:00+00:00,62,28,2,2
2026-05-29 00:00:00+00:00,16,12,1,1
2026-05-30 00:00:00+00:00,12,9,3,2
2026-05-31 00:00:00+00:00,8,6,1,1
2026-06-01 00:00:00+00:00,59,15,3,2
2026-06-02 00:00:00+00:00,178,45,7,1
2026-06-03 00:00:00+00:00,10,9,1,1
2026-06-04 00:00:00+00:00,7,7,1,1
2026-06-05 00:00:00+00:00,8,7,0,0
