time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-12 00:00:00+00:00,1,1,1.0,1.0
2025-10-13 00:00:00+00:00,14,4,5.0,3.0
2025-10-14 00:00:00+00:00,11,4,1.0,1.0
2025-10-15 00:00:00+00:00,17,10,2.0,2.0
2025-10-16 00:00:00+00:00,23,7,10.0,3.0
2025-10-17 00:00:00+00:00,21,10,30.0,5.0
2025-10-18 00:00:00+00:00,5,5,3.0,3.0
2025-10-19 00:00:00+00:00,33,10,,
2025-10-20 00:00:00+00:00,42,12,10.0,5.0
2025-10-21 00:00:00+00:00,4,4,4.0,3.0
2025-10-22 00:00:00+00:00,13,6,,
2025-10-23 00:00:00+00:00,1,1,,
2025-10-24 00:00:00+00:00,4,4,7.0,2.0
2025-10-25 00:00:00+00:00,2,2,1.0,1.0
