referrer,views_total,views_unique
Google,65,9
github.com,49,4
statics.teams.cdn.office.net,8,2
m365.cloud.microsoft,8,1
copilot.microsoft.com,4,1
developer.morganstanley.com,2,1
link.edgepilot.com,2,1
jive.ms.com,2,1
