referrer,views_total,views_unique
jira1.ms.com,43,1
github.com,32,5
jive.ms.com,31,5
Google,27,9
jira.corp.adobe.com,7,1
Bing,4,1
cn.bing.com,1,1
statics.teams.cdn.office.net,1,1
