url_path,views_total,views_unique
/morganstanley/api/tree/main/client-samples,41,22
/morganstanley/api,38,32
/morganstanley/api/tree/main/client-samples/python/rest,27,12
/morganstanley/api/tree/main/client-samples/python,22,14
/morganstanley/api/blob/main/client-samples/python/rest/README.md,17,10
/morganstanley/api/tree/main/client-samples/java/rest,16,8
/morganstanley/api/blob/main/client-samples/python/rest/client_application.py,15,10
/morganstanley/api/tree/main/client-samples/java,14,8
/morganstanley/api/tree/main/client-samples/java/rest/src,13,6
/morganstanley/api/tree/main/client-samples/java/rest/src/main,12,6
