time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-02 00:00:00+00:00,,,3,2
2025-03-03 00:00:00+00:00,446.0,16.0,184,11
2025-03-04 00:00:00+00:00,71.0,6.0,48,9
2025-03-05 00:00:00+00:00,1.0,1.0,8,1
2025-03-06 00:00:00+00:00,103.0,5.0,94,5
2025-03-07 00:00:00+00:00,1.0,1.0,16,5
2025-03-08 00:00:00+00:00,,,8,3
2025-03-09 00:00:00+00:00,1.0,1.0,1,1
2025-03-10 00:00:00+00:00,,,31,3
2025-03-11 00:00:00+00:00,3.0,2.0,36,6
2025-03-12 00:00:00+00:00,,,32,8
2025-03-13 00:00:00+00:00,,,3,1
2025-03-14 00:00:00+00:00,,,5,2
2025-03-15 00:00:00+00:00,,,14,1
