time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-20 00:00:00+00:00,1.0,1.0,12,2
2025-04-21 00:00:00+00:00,,,2,2
2025-04-22 00:00:00+00:00,40.0,5.0,69,6
2025-04-23 00:00:00+00:00,3.0,2.0,22,3
2025-04-24 00:00:00+00:00,5.0,2.0,22,5
2025-04-25 00:00:00+00:00,1.0,1.0,29,5
2025-04-26 00:00:00+00:00,,,14,2
2025-04-27 00:00:00+00:00,1.0,1.0,5,2
2025-04-28 00:00:00+00:00,,,93,9
2025-04-29 00:00:00+00:00,,,32,4
2025-04-30 00:00:00+00:00,,,15,3
2025-05-01 00:00:00+00:00,594.0,38.0,158,6
2025-05-02 00:00:00+00:00,2.0,2.0,49,7
2025-05-03 00:00:00+00:00,2.0,1.0,7,1
