referrer,views_total,views_unique
developer.morganstanley.com,24,3
Google,14,10
github.com,10,3
statics.teams.cdn.office.net,2,1
teams.public.onecdn.static.microsoft,2,1
jive.ms.com,1,1
ms.sg.dev,1,1
