time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-13 00:00:00+00:00,3,3,0,0
2026-06-14 00:00:00+00:00,3,3,0,0
2026-06-15 00:00:00+00:00,3,3,26,10
2026-06-16 00:00:00+00:00,352,23,32,7
2026-06-17 00:00:00+00:00,3,3,13,6
2026-06-18 00:00:00+00:00,2,2,44,8
2026-06-19 00:00:00+00:00,2,2,1,1
2026-06-20 00:00:00+00:00,4,3,1,1
2026-06-21 00:00:00+00:00,5,3,0,0
2026-06-22 00:00:00+00:00,10,4,32,7
2026-06-23 00:00:00+00:00,2,2,7,6
2026-06-24 00:00:00+00:00,4,4,25,5
2026-06-25 00:00:00+00:00,111,19,42,9
2026-06-26 00:00:00+00:00,1,1,29,3
