url_path,views_total,views_unique
/morganstanley/releaseherald,6,2
/morganstanley/releaseherald/blob/75e3270e148dbd35040c34c157f997f5953d4eb2/src/releaseherald/plugins/base.py,5,1
/morganstanley/releaseherald/tree/main/release_notes,4,1
/morganstanley/releaseherald/blob/main/release_notes/release_notes_version.template.md,3,1
/morganstanley/releaseherald/pull/33,3,1
/morganstanley/releaseherald/blob/main/pyproject.toml,2,1
/morganstanley/releaseherald/blob/main/release_notes/release_notes.template.md,2,1
/morganstanley/releaseherald/blob/main/src/releaseherald/configuration.py,1,1
/morganstanley/releaseherald/blob/main/src/releaseherald/plugins/interface.py,1,1
/morganstanley/releaseherald/blob/main/src/releaseherald/plugins/latest_filter.py,1,1
