url_path,views_total,views_unique
/morganstanley/releaseherald/blob/main/docs/configuration.md,11,3
/morganstanley/releaseherald,9,5
/morganstanley/releaseherald/blob/main/docs/version_template.md,5,3
/morganstanley/releaseherald/blob/main/release_notes/release_notes_version.template.md,5,2
/morganstanley/releaseherald/blob/main/release_notes/release_notes.template.md,4,2
/morganstanley/releaseherald/tags,4,1
/morganstanley/releaseherald/blob/main/docs/plugins/stock.md,3,1
/morganstanley/releaseherald/blob/main/release_notes/news_fragments/initial_release.md,3,1
/morganstanley/releaseherald/tree/main/release_notes,3,1
/morganstanley/releaseherald/pulls,2,2
