url_path,views_total,views_unique
/morganstanley/releaseherald/pull/33,6,2
/morganstanley/releaseherald,5,5
/morganstanley/releaseherald/pull/33/files,4,2
/morganstanley/releaseherald/blob/75e3270e148dbd35040c34c157f997f5953d4eb2/src/releaseherald/plugins/base.py,3,1
/morganstanley/releaseherald/pulls,2,2
/morganstanley/releaseherald/blob/main/src/releaseherald/__init__.py,2,1
/morganstanley/releaseherald/pull/33/commits,2,1
/morganstanley/releaseherald/blob/main/src/releaseherald/main.py,1,1
/morganstanley/releaseherald/commits/main,1,1
/morganstanley/releaseherald/pull/33/commits/3127ec36c851c245d4ba16baaf08277acfd3245d,1,1
