time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-07 00:00:00+00:00,1,1,,
2025-12-08 00:00:00+00:00,43,10,12.0,5.0
2025-12-09 00:00:00+00:00,4,4,2.0,2.0
2025-12-10 00:00:00+00:00,4,4,,
2025-12-11 00:00:00+00:00,7,5,,
2025-12-12 00:00:00+00:00,16,15,,
2025-12-13 00:00:00+00:00,1,1,,
2025-12-14 00:00:00+00:00,1,1,3.0,3.0
2025-12-15 00:00:00+00:00,67,20,16.0,2.0
2025-12-16 00:00:00+00:00,7,5,138.0,5.0
2025-12-17 00:00:00+00:00,31,14,2.0,1.0
2025-12-18 00:00:00+00:00,2,2,,
2025-12-19 00:00:00+00:00,7,5,2.0,2.0
2025-12-20 00:00:00+00:00,2,2,,
