time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-16 00:00:00+00:00,887,16,4,4
2026-05-17 00:00:00+00:00,698,20,10,6
2026-05-18 00:00:00+00:00,156,29,56,9
2026-05-19 00:00:00+00:00,135,35,17,5
2026-05-20 00:00:00+00:00,100,42,23,10
2026-05-21 00:00:00+00:00,60,31,19,6
2026-05-22 00:00:00+00:00,50,29,17,10
2026-05-23 00:00:00+00:00,224,16,1,1
2026-05-24 00:00:00+00:00,378,25,0,0
2026-05-25 00:00:00+00:00,33,17,3,3
2026-05-26 00:00:00+00:00,277,100,33,10
2026-05-27 00:00:00+00:00,323,109,23,9
2026-05-28 00:00:00+00:00,638,113,18,9
2026-05-29 00:00:00+00:00,489,64,132,11
