referrer,views_total,views_unique
Google,158,40
github.com,69,23
statics.teams.cdn.office.net,21,5
DuckDuckGo,20,5
testplan.readthedocs.io,17,6
morganstanley.com,9,3
Baidu,9,1
Bing,7,5
linkedin.com,7,3
opensource.morganstanley.com,4,2
