referrer,views_total,views_unique
Google,82,35
opensource.morganstanley.com,65,5
testplan.readthedocs.io,35,4
statics.teams.cdn.office.net,30,3
github.com,29,13
Bing,14,8
efinancialcareers.com,12,2
fedhub-01-prod.ms.com,6,2
com.google.android.gm,4,1
morganstanley.com,3,3
