referrer,views_total,views_unique
Google,115,46
testplan.readthedocs.io,85,5
github.com,24,10
Bing,23,5
com.linkedin.android,15,1
statics.teams.cdn.office.net,10,3
pypi.org,7,1
chatgpt.com,6,4
morganstanley.com,5,3
search.brave.com,3,1
