referrer,views_total,views_unique
Google,134,58
github.com,32,14
statics.teams.cdn.office.net,20,5
bitbucketdc.jpmchase.net,20,1
testplan.readthedocs.io,17,7
opensource.morganstanley.com,10,3
Bing,8,6
linkedin.com,4,2
t.co,2,2
DuckDuckGo,1,1
