referrer,views_total,views_unique
github.com,96,29
statics.teams.cdn.office.net,91,10
Google,69,38
pypi.org,6,3
Bing,3,1
saml.ms.com,3,1
testplan.readthedocs.io,2,1
search.brave.com,1,1
stashblue.ms.com,1,1
