referrer,views_total,views_unique
github.com,79,25
Google,56,35
teams.public.onecdn.static.microsoft,42,6
confluence.prod.aws.jpmchase.net,5,1
chatgpt.com,3,1
linkedin.com,3,1
Bing,2,2
jira.vi.vector.int,1,1
saml.ms.com,1,1
search.brave.com,1,1
