referrer,views_total,views_unique
github.com,153,26
Google,87,35
statics.teams.cdn.office.net,36,7
yandex.ru,21,1
ntp.msn.com,4,1
testplan.readthedocs.io,2,2
context7.com,2,1
linkedin.com,2,1
pypi.org,2,1
DuckDuckGo,1,1
