referrer,views_total,views_unique
Google,303,56
statics.teams.cdn.office.net,34,13
testplan.readthedocs.io,34,6
github.com,30,8
pypi.org,9,2
chatgpt.com,7,4
stashblue.ms.com,7,1
Bing,4,1
morganstanley.com,3,2
DuckDuckGo,2,2
