referrer,views_total,views_unique
Google,63,35
github.com,42,16
morganstanley.com,24,7
DuckDuckGo,20,2
statics.teams.cdn.office.net,9,4
Bing,6,3
testplan.readthedocs.io,5,2
lnkd.in,1,1
opensource.morganstanley.com,1,1
uk.search.yahoo.com,1,1
