referrer,views_total,views_unique
Google,135,35
github.com,71,20
teams.public.onecdn.static.microsoft,20,7
pypi.org,6,2
Bing,3,3
DuckDuckGo,1,1
Yahoo,1,1
confluence.prod.aws.jpmchase.net,1,1
morganstanley.github.io,1,1
