time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-03 00:00:00+00:00,1.0,1.0,9,7
2024-11-04 00:00:00+00:00,1.0,1.0,102,18
2024-11-05 00:00:00+00:00,1.0,1.0,71,17
2024-11-06 00:00:00+00:00,2.0,2.0,37,16
2024-11-07 00:00:00+00:00,41.0,2.0,84,16
2024-11-08 00:00:00+00:00,3.0,1.0,31,13
2024-11-09 00:00:00+00:00,3.0,3.0,9,5
2024-11-10 00:00:00+00:00,,,6,3
2024-11-11 00:00:00+00:00,,,31,11
2024-11-12 00:00:00+00:00,13.0,2.0,162,20
2024-11-13 00:00:00+00:00,13.0,1.0,91,16
2024-11-14 00:00:00+00:00,36.0,4.0,64,15
2024-11-15 00:00:00+00:00,2.0,2.0,20,6
2024-11-16 00:00:00+00:00,1.0,1.0,17,5
