time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-12 00:00:00+00:00,15,11,39,20
2025-10-13 00:00:00+00:00,53,18,114,24
2025-10-14 00:00:00+00:00,51,27,47,17
2025-10-15 00:00:00+00:00,128,31,342,43
2025-10-16 00:00:00+00:00,126,32,101,20
2025-10-17 00:00:00+00:00,54,24,70,23
2025-10-18 00:00:00+00:00,49,16,60,8
2025-10-19 00:00:00+00:00,23,11,12,11
2025-10-20 00:00:00+00:00,92,24,179,19
2025-10-21 00:00:00+00:00,80,32,99,20
2025-10-22 00:00:00+00:00,66,25,61,20
2025-10-23 00:00:00+00:00,79,26,90,13
2025-10-24 00:00:00+00:00,17,13,17,11
2025-10-25 00:00:00+00:00,24,17,8,8
