referrer,views_total,views_unique
Google,69,20
github.com,42,11
statics.teams.cdn.office.net,20,6
testplan.readthedocs.io,19,1
com.linkedin.android,2,2
Bing,1,1
jive.ms.com,1,1
search.brave.com,1,1
yandex.ru,1,1
