time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-17 00:00:00+00:00,7,7,61,9
2026-01-18 00:00:00+00:00,6,6,9,7
2026-01-19 00:00:00+00:00,2,2,36,12
2026-01-20 00:00:00+00:00,3,3,78,16
2026-01-21 00:00:00+00:00,8,8,24,12
2026-01-22 00:00:00+00:00,49,8,69,20
2026-01-23 00:00:00+00:00,32,5,99,19
2026-01-24 00:00:00+00:00,3,3,130,8
2026-01-25 00:00:00+00:00,1,1,14,8
2026-01-26 00:00:00+00:00,4,4,100,14
2026-01-27 00:00:00+00:00,82,13,53,13
2026-01-28 00:00:00+00:00,205,21,109,17
2026-01-29 00:00:00+00:00,211,36,112,19
2026-01-30 00:00:00+00:00,4,4,39,17
