time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-06 00:00:00+00:00,2,1,6,4
2025-07-07 00:00:00+00:00,3,2,78,11
2025-07-08 00:00:00+00:00,12,2,21,10
2025-07-09 00:00:00+00:00,24,3,61,10
2025-07-10 00:00:00+00:00,2,2,36,11
2025-07-11 00:00:00+00:00,16,3,27,12
2025-07-12 00:00:00+00:00,5,2,5,5
2025-07-13 00:00:00+00:00,3,3,33,8
2025-07-14 00:00:00+00:00,1,1,104,11
2025-07-15 00:00:00+00:00,2,2,26,16
2025-07-16 00:00:00+00:00,68,8,125,20
2025-07-17 00:00:00+00:00,44,15,124,19
2025-07-18 00:00:00+00:00,2,2,102,21
2025-07-19 00:00:00+00:00,8,7,35,5
