referrer,views_total,views_unique
Google,77,24
github.com,39,11
testplan.readthedocs.io,31,6
statics.teams.cdn.office.net,13,2
yandex.ru,7,1
stashblue.ms.com,6,1
DuckDuckGo,5,3
Bing,4,4
morganstanley.com,2,2
pypi.org,2,1
