referrer,views_total,views_unique
Google,213,59
statics.teams.cdn.office.net,31,6
bitbucketdc.jpmchase.net,20,1
Bing,16,7
github.com,14,11
testplan.readthedocs.io,11,5
opensource.morganstanley.com,8,3
morganstanley.com,1,1
chatgpt.com,1,1
gemini.google.com,1,1
