time_iso8601,forks_cumulative
2019-01-19 00:00:00+00:00,1
2019-02-07 00:00:00+00:00,2
2019-03-15 00:00:00+00:00,3
2020-05-14 00:00:00+00:00,4
2020-05-15 00:00:00+00:00,5
2021-05-16 00:00:00+00:00,6
2022-02-11 00:00:00+00:00,7
2023-09-12 00:00:00+00:00,8
2024-03-01 00:00:00+00:00,9
