time_iso8601,stars_cumulative
2020-11-06 00:00:00+00:00,1
2020-12-26 00:00:00+00:00,2
2021-04-27 00:00:00+00:00,3
2021-04-30 00:00:00+00:00,4
2021-09-30 00:00:00+00:00,5
2022-04-07 00:00:00+00:00,6
2022-12-31 00:00:00+00:00,7
2023-04-27 00:00:00+00:00,8
2023-09-26 00:00:00+00:00,9
2024-04-16 00:00:00+00:00,10
