time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-23 00:00:00+00:00,11,10,0,0
2026-05-24 00:00:00+00:00,15,11,0,0
2026-05-25 00:00:00+00:00,11,10,1,1
2026-05-26 00:00:00+00:00,45,31,0,0
2026-05-27 00:00:00+00:00,49,35,0,0
2026-05-28 00:00:00+00:00,29,16,4,2
2026-05-29 00:00:00+00:00,37,24,2,1
2026-05-30 00:00:00+00:00,17,13,1,1
2026-05-31 00:00:00+00:00,10,10,0,0
2026-06-01 00:00:00+00:00,10,5,2,2
2026-06-02 00:00:00+00:00,5,4,0,0
2026-06-03 00:00:00+00:00,105,28,1,1
2026-06-04 00:00:00+00:00,33,14,2,1
2026-06-05 00:00:00+00:00,18,16,2,2
