time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-01 00:00:00+00:00,93,20,2,2
2026-08-02 00:00:00+00:00,43,4,3,2
2026-08-03 00:00:00+00:00,167,31,45,6
2026-08-04 00:00:00+00:00,5,5,6,2
2026-08-05 00:00:00+00:00,55,13,1,1
2026-08-06 00:00:00+00:00,5,4,0,0
2026-08-07 00:00:00+00:00,7,5,1,1
2026-08-08 00:00:00+00:00,4,4,0,0
2026-08-09 00:00:00+00:00,11,4,0,0
2026-08-10 00:00:00+00:00,35,34,0,0
2026-08-11 00:00:00+00:00,164,10,2,2
2026-08-12 00:00:00+00:00,7,7,1,1
2026-08-13 00:00:00+00:00,8,5,0,0
2026-08-14 00:00:00+00:00,5,5,1,1
