time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-29 00:00:00+00:00,1,1,,
2025-06-30 00:00:00+00:00,2,1,11.0,2.0
2025-07-01 00:00:00+00:00,45,5,13.0,3.0
2025-07-02 00:00:00+00:00,26,5,6.0,4.0
2025-07-03 00:00:00+00:00,6,6,7.0,3.0
2025-07-05 00:00:00+00:00,107,20,15.0,4.0
2025-07-06 00:00:00+00:00,103,11,56.0,2.0
2025-07-07 00:00:00+00:00,75,8,39.0,8.0
2025-07-08 00:00:00+00:00,3,3,3.0,3.0
2025-07-09 00:00:00+00:00,135,10,68.0,9.0
2025-07-10 00:00:00+00:00,1,1,6.0,3.0
2025-07-11 00:00:00+00:00,1,1,2.0,2.0
