time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-07 00:00:00+00:00,10,7,16,3
2026-03-08 00:00:00+00:00,26,13,1,1
2026-03-09 00:00:00+00:00,20,17,11,3
2026-03-10 00:00:00+00:00,64,29,5,2
2026-03-11 00:00:00+00:00,12,3,4,2
2026-03-12 00:00:00+00:00,16,14,3,2
2026-03-13 00:00:00+00:00,28,9,16,7
2026-03-14 00:00:00+00:00,30,11,19,2
2026-03-15 00:00:00+00:00,6,4,3,3
2026-03-16 00:00:00+00:00,27,7,20,7
2026-03-17 00:00:00+00:00,59,23,67,8
2026-03-18 00:00:00+00:00,10,6,17,8
2026-03-19 00:00:00+00:00,10,4,17,2
2026-03-20 00:00:00+00:00,14,6,24,5
