referrer,views_total,views_unique
github.com,194,20
Google,53,11
statics.teams.cdn.office.net,24,7
fdc3.finos.org,16,2
finos.org,15,4
opensource.morganstanley.com,15,3
jiraeai.ms.com,6,2
accesswire.com,4,1
morganstanley.com,2,2
jive.ms.com,2,2
