referrer,views_total,views_unique
github.com,189,14
statics.teams.cdn.office.net,29,10
jiraeai.ms.com,26,8
Google,24,5
jive.ms.com,18,3
finos.org,8,2
opensource.morganstanley.com,5,3
link.zhihu.com,3,1
us.search.yahoo.com,1,1
