referrer,views_total,views_unique
github.com,159,16
statics.teams.cdn.office.net,25,8
fdc3.finos.org,15,1
opensource.morganstanley.com,9,2
Google,8,4
finos.org,5,3
jiraeai.ms.com,3,2
jive.ms.com,2,2
Bing,2,1
accesswire.com,1,1
