time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-16 00:00:00+00:00,2019,73,3,1
2026-05-17 00:00:00+00:00,23,7,3,2
2026-05-18 00:00:00+00:00,240,65,49,4
2026-05-19 00:00:00+00:00,15,10,1,1
2026-05-20 00:00:00+00:00,354,21,35,4
2026-05-21 00:00:00+00:00,91,24,1,1
2026-05-22 00:00:00+00:00,28,14,1,1
2026-05-23 00:00:00+00:00,84,29,5,4
2026-05-24 00:00:00+00:00,56,28,2,2
2026-05-25 00:00:00+00:00,89,21,2,2
2026-05-26 00:00:00+00:00,43,22,0,0
2026-05-27 00:00:00+00:00,35,17,12,6
2026-05-28 00:00:00+00:00,93,29,8,8
2026-05-29 00:00:00+00:00,97,21,3,3
