time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-23 00:00:00+00:00,1145,18,7,5
2026-07-24 00:00:00+00:00,1211,18,12,6
2026-07-25 00:00:00+00:00,1153,16,3,3
2026-07-26 00:00:00+00:00,1199,13,1,1
2026-07-27 00:00:00+00:00,1215,22,2,2
2026-07-28 00:00:00+00:00,1140,14,4,4
2026-07-29 00:00:00+00:00,1187,10,8,8
2026-07-30 00:00:00+00:00,1141,8,20,11
2026-07-31 00:00:00+00:00,1200,9,42,5
2026-08-01 00:00:00+00:00,1178,14,2,2
2026-08-02 00:00:00+00:00,1179,5,6,6
2026-08-03 00:00:00+00:00,1227,27,38,12
2026-08-04 00:00:00+00:00,1152,21,5,5
2026-08-05 00:00:00+00:00,1206,16,5,5
