referrer,views_total,views_unique
github.com,207,15
jiraeai.ms.com,59,7
statics.teams.cdn.office.net,41,13
Bing,40,1
Google,33,8
saml.ms.com,5,2
opensource.morganstanley.com,3,1
morganstanley.com,3,1
us.search.yahoo.com,1,1
jive.ms.com,1,1
