time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-12 00:00:00+00:00,12,7,7,7
2025-10-13 00:00:00+00:00,14,10,54,4
2025-10-14 00:00:00+00:00,55,20,27,6
2025-10-15 00:00:00+00:00,54,18,18,9
2025-10-16 00:00:00+00:00,35,13,38,20
2025-10-17 00:00:00+00:00,53,14,92,14
2025-10-18 00:00:00+00:00,41,14,18,8
2025-10-19 00:00:00+00:00,81,17,4,4
2025-10-20 00:00:00+00:00,14,9,42,7
2025-10-21 00:00:00+00:00,50,20,67,12
2025-10-22 00:00:00+00:00,20,12,102,11
2025-10-23 00:00:00+00:00,15,9,12,11
2025-10-24 00:00:00+00:00,28,13,36,13
2025-10-25 00:00:00+00:00,25,12,19,18
