referrer,views_total,views_unique
github.com,226,15
Google,16,9
statics.teams.cdn.office.net,13,4
jiraeai.ms.com,12,2
opensource.morganstanley.com,10,3
finos.org,5,2
fedhub-01-prod.ms.com,4,1
morganstanley.com,3,2
deploy-preview-1398--fdc3.netlify.app,3,2
accesswire.com,2,1
