referrer,views_total,views_unique
github.com,174,19
Google,61,16
finance.yahoo.com,61,1
statics.teams.cdn.office.net,24,6
jiraeai.ms.com,20,4
linkedin.com,20,1
finos.org,11,1
opensource.morganstanley.com,9,2
jive.ms.com,4,3
fdc3.finos.org,4,2
