time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-14 00:00:00+00:00,15,7,1,1
2026-02-15 00:00:00+00:00,8,3,3,3
2026-02-16 00:00:00+00:00,215,46,23,5
2026-02-17 00:00:00+00:00,16,7,0,0
2026-02-18 00:00:00+00:00,15,9,15,6
2026-02-19 00:00:00+00:00,61,15,17,5
2026-02-20 00:00:00+00:00,54,21,59,5
2026-02-21 00:00:00+00:00,60,10,4,3
2026-02-22 00:00:00+00:00,9,6,2,2
2026-02-23 00:00:00+00:00,136,41,143,8
2026-02-24 00:00:00+00:00,16,10,29,5
2026-02-25 00:00:00+00:00,248,49,130,15
2026-02-26 00:00:00+00:00,124,31,158,9
2026-02-27 00:00:00+00:00,10,8,16,3
