time_iso8601,forks_cumulative
2020-04-03 00:00:00+00:00,1
2020-09-14 00:00:00+00:00,2
2024-05-29 00:00:00+00:00,3
2024-10-02 00:00:00+00:00,4
2025-08-26 00:00:00+00:00,5
