time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-23 00:00:00+00:00,5,5,0,0
2026-05-24 00:00:00+00:00,12,9,0,0
2026-05-25 00:00:00+00:00,7,7,0,0
2026-05-26 00:00:00+00:00,8,8,0,0
2026-05-27 00:00:00+00:00,1,1,0,0
2026-05-28 00:00:00+00:00,11,8,0,0
2026-05-29 00:00:00+00:00,9,7,0,0
2026-05-30 00:00:00+00:00,21,18,1,1
2026-05-31 00:00:00+00:00,10,10,0,0
2026-06-01 00:00:00+00:00,69,32,0,0
2026-06-02 00:00:00+00:00,8,8,1,1
2026-06-03 00:00:00+00:00,14,14,0,0
2026-06-04 00:00:00+00:00,9,9,0,0
2026-06-05 00:00:00+00:00,14,13,0,0
