url_path,views_total,views_unique
/morganstanley/dotnet-please/pull/161,24,3
/morganstanley/dotnet-please,21,14
/morganstanley/dotnet-please/pulls,19,3
/morganstanley/dotnet-please/pull/164,11,3
/morganstanley/dotnet-please/pull/161/changes,11,2
/morganstanley/dotnet-please/pull/165,10,2
/morganstanley/dotnet-please/pull/165/changes,7,2
/morganstanley/dotnet-please/pull/164/changes,3,2
/morganstanley/dotnet-please/actions/runs/20637699626,3,1
/morganstanley/dotnet-please/actions/runs/21556286116/job/62113034218,3,1
