url_path,views_total,views_unique
/morganstanley/dotnet-please/pulls,34,3
/morganstanley/dotnet-please,17,8
/morganstanley/dotnet-please/pull/122,13,3
/morganstanley/dotnet-please/pull/121,8,3
/morganstanley/dotnet-please/pull/122/files,6,2
/morganstanley/dotnet-please/actions/workflows/continuous.yml,4,1
/morganstanley/dotnet-please/actions/runs/12602909372/job/35126877347,3,3
/morganstanley/dotnet-please/actions/runs/12602717153/job/35126330139,3,2
/morganstanley/dotnet-please/pull/116,3,2
/morganstanley/dotnet-please/pull/116/files,3,2
