time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-05 00:00:00+00:00,1,1,1,1
2025-10-06 00:00:00+00:00,37,16,22,6
2025-10-07 00:00:00+00:00,18,11,25,2
2025-10-08 00:00:00+00:00,17,6,35,11
2025-10-09 00:00:00+00:00,10,9,16,13
2025-10-10 00:00:00+00:00,11,5,3,2
2025-10-11 00:00:00+00:00,8,8,1,1
2025-10-12 00:00:00+00:00,1,1,2,2
2025-10-13 00:00:00+00:00,3,3,1,1
2025-10-14 00:00:00+00:00,9,4,3,3
2025-10-15 00:00:00+00:00,12,7,20,5
2025-10-16 00:00:00+00:00,5,5,4,3
2025-10-17 00:00:00+00:00,2,2,15,2
2025-10-18 00:00:00+00:00,2,2,2,2
