time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-19 00:00:00+00:00,5,2,8,7
2025-10-20 00:00:00+00:00,2,2,2,2
2025-10-21 00:00:00+00:00,16,4,30,8
2025-10-22 00:00:00+00:00,63,15,90,14
2025-10-23 00:00:00+00:00,6,3,22,7
2025-10-24 00:00:00+00:00,14,5,12,8
2025-10-25 00:00:00+00:00,3,3,22,19
2025-10-26 00:00:00+00:00,2,2,11,10
2025-10-27 00:00:00+00:00,8,5,5,5
2025-10-28 00:00:00+00:00,3,3,2,2
2025-10-29 00:00:00+00:00,40,9,76,10
2025-10-30 00:00:00+00:00,3,2,1,1
2025-10-31 00:00:00+00:00,24,8,12,5
2025-11-01 00:00:00+00:00,24,3,5,5
