time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-26 00:00:00+00:00,,,10,5
2025-01-27 00:00:00+00:00,,,45,6
2025-01-28 00:00:00+00:00,1.0,1.0,25,7
2025-01-29 00:00:00+00:00,,,53,10
2025-01-30 00:00:00+00:00,,,39,13
2025-01-31 00:00:00+00:00,,,22,6
2025-02-01 00:00:00+00:00,1.0,1.0,5,5
2025-02-02 00:00:00+00:00,,,33,2
2025-02-03 00:00:00+00:00,,,8,7
2025-02-04 00:00:00+00:00,1.0,1.0,26,12
2025-02-05 00:00:00+00:00,1.0,1.0,33,10
2025-02-06 00:00:00+00:00,2.0,2.0,54,10
2025-02-07 00:00:00+00:00,,,19,12
2025-02-08 00:00:00+00:00,,,5,5
