referrer,views_total,views_unique
Google,78,19
github.com,27,9
statics.teams.cdn.office.net,19,3
DuckDuckGo,11,2
fedhub-01-prod.ms.com,3,1
ms.sg.dev,2,1
chasethedevil.github.io,2,1
search.brave.com,1,1
morganstanley.com,1,1
